epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,56851.7,1.26199,0.98007,1.15111,0.84698,0.74518,0.83901,0.58251,1.30582,0.98153,1.16629,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,58154.2,1.25921,0.9812,1.15073,0.84464,0.74673,0.83912,0.58298,1.30367,0.98085,1.16582,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,59454.2,1.25897,0.97792,1.14895,0.84774,0.74575,0.83981,0.58394,1.30364,0.97784,1.16467,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,60761.2,1.25892,0.97232,1.14586,0.84657,0.74861,0.84037,0.58422,1.30404,0.97219,1.16536,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,62058.8,1.25973,0.97402,1.15066,0.84616,0.74758,0.84035,0.58432,1.30083,0.97464,1.16488,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,63368.2,1.25383,0.96572,1.14372,0.84323,0.75038,0.84088,0.58469,1.30089,0.97355,1.16465,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,64679.4,1.25339,0.9644,1.1453,0.84636,0.75022,0.84172,0.58496,1.30196,0.97297,1.16396,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,65988.5,1.25254,0.96217,1.145,0.8436,0.75325,0.84183,0.58548,1.30174,0.97137,1.1643,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,67293.9,1.2499,0.9595,1.14176,0.83969,0.754,0.84145,0.58551,1.30057,0.97419,1.16218,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,68605.4,1.24482,0.95451,1.13867,0.83988,0.7547,0.84192,0.58585,1.29895,0.97414,1.16264,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,69919.9,1.24623,0.95382,1.13766,0.84167,0.75258,0.8422,0.58602,1.29703,0.97373,1.16135,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,71225.2,1.23761,0.95215,1.13643,0.84555,0.75158,0.84258,0.58597,1.29732,0.9701,1.16125,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,72535.3,1.2399,0.94832,1.13647,0.84796,0.7518,0.84258,0.58692,1.29827,0.96599,1.16118,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,73838.8,1.23935,0.93879,1.13601,0.84931,0.75098,0.84314,0.58737,1.29709,0.96565,1.15894,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,75151,1.24051,0.93891,1.13354,0.84823,0.75312,0.84345,0.58811,1.29698,0.96271,1.15698,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,76470.1,1.23682,0.93967,1.13409,0.84663,0.75444,0.84336,0.58835,1.29529,0.96285,1.15574,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,77779.2,1.23482,0.93084,1.13257,0.84758,0.75498,0.84429,0.58932,1.29487,0.96088,1.15727,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,79081.4,1.2307,0.93021,1.1343,0.8465,0.75558,0.84409,0.58921,1.29345,0.96234,1.15669,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,80379,1.23116,0.92827,1.13132,0.84606,0.75616,0.84469,0.58954,1.2926,0.95981,1.15794,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,81670.1,1.22786,0.9231,1.12996,0.84683,0.7569,0.84521,0.59057,1.29351,0.95803,1.15595,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,82972.2,1.22514,0.92075,1.12902,0.84994,0.75501,0.84522,0.59074,1.29374,0.95619,1.15664,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,84273.1,1.22431,0.91635,1.12563,0.84944,0.75686,0.84613,0.59116,1.29433,0.95598,1.15619,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,85577.4,1.21866,0.90939,1.12359,0.84914,0.75488,0.84556,0.59124,1.29349,0.95795,1.15447,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,86865.7,1.21884,0.90734,1.12404,0.84534,0.75725,0.84556,0.59184,1.29141,0.9542,1.15414,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,88168.7,1.21592,0.90716,1.12288,0.84737,0.75708,0.84628,0.59285,1.28864,0.95193,1.15144,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,89474.8,1.21318,0.89682,1.1221,0.84555,0.75677,0.84609,0.59286,1.28971,0.94996,1.15223,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,90786.5,1.21071,0.89247,1.12045,0.8421,0.76163,0.8466,0.59343,1.29014,0.94694,1.15258,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,92086.5,1.21032,0.89072,1.11805,0.84307,0.76033,0.84643,0.59371,1.28851,0.94827,1.15008,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,93381.3,1.20776,0.88182,1.1178,0.84749,0.75937,0.84716,0.59397,1.29122,0.94456,1.15123,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,94680.2,1.20415,0.88317,1.1182,0.84648,0.7603,0.8471,0.5938,1.29219,0.94421,1.15123,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,95989.1,1.20346,0.88168,1.11705,0.84502,0.76337,0.84792,0.59441,1.29235,0.94072,1.15194,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,97296,1.19764,0.88114,1.11378,0.84652,0.76272,0.84773,0.5944,1.29163,0.94166,1.15095,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,98603.2,1.19533,0.87333,1.11428,0.84895,0.76234,0.8486,0.5953,1.28989,0.94033,1.15087,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,99909.2,1.19451,0.86674,1.10903,0.84812,0.76283,0.84872,0.59543,1.29,0.93961,1.15151,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,101206,1.18787,0.86495,1.10776,0.8502,0.76464,0.84948,0.59579,1.29137,0.93879,1.15193,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,102505,1.18715,0.85855,1.10771,0.85133,0.76275,0.8499,0.59582,1.29021,0.93805,1.1518,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,103805,1.18263,0.85145,1.10485,0.85003,0.76525,0.85018,0.59609,1.29294,0.93616,1.15225,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,105056,1.18036,0.85015,1.10463,0.85186,0.76484,0.85,0.59595,1.29295,0.93496,1.15255,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,106273,1.17328,0.84296,1.10267,0.85487,0.76344,0.85018,0.59579,1.29065,0.93579,1.15265,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,107514,1.17938,0.84186,1.10375,0.85288,0.76408,0.85063,0.59593,1.29036,0.93408,1.15358,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,108759,1.1715,0.83799,1.10109,0.85198,0.76424,0.8494,0.59529,1.28955,0.93555,1.15356,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,110014,1.1619,0.82841,1.09727,0.85092,0.76535,0.84936,0.59487,1.29074,0.93638,1.15231,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,111249,1.16188,0.82112,1.09727,0.85356,0.76679,0.85029,0.59623,1.29041,0.93426,1.15288,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,112501,1.16059,0.81902,1.09455,0.85177,0.767,0.85039,0.5963,1.291,0.93357,1.15246,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,113748,1.15578,0.81427,1.09375,0.85149,0.7688,0.85071,0.59687,1.29222,0.9314,1.15281,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,114995,1.15464,0.81146,1.09159,0.8512,0.76751,0.85107,0.59755,1.29187,0.93231,1.15223,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,116239,1.148,0.80132,1.08873,0.85332,0.76646,0.8509,0.59767,1.29077,0.93399,1.15131,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,117487,1.14264,0.79703,1.08737,0.85539,0.7659,0.85094,0.59787,1.29204,0.93285,1.15273,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,118792,1.13946,0.79538,1.08531,0.85577,0.76751,0.85068,0.59813,1.29066,0.9339,1.15255,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,120106,1.13294,0.78743,1.0852,0.85419,0.7679,0.85059,0.59814,1.28881,0.93563,1.15315,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,121419,1.1315,0.78326,1.0792,0.85332,0.76901,0.85111,0.59841,1.29038,0.93317,1.15333,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,122737,1.12722,0.77997,1.07723,0.85292,0.7675,0.85082,0.59857,1.29249,0.9325,1.15336,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,124046,1.11834,0.76992,1.07759,0.85171,0.76986,0.85091,0.5985,1.29347,0.93052,1.15367,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,125368,1.11813,0.76333,1.07356,0.84994,0.77114,0.85062,0.59825,1.29526,0.92932,1.15464,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,126672,1.11597,0.75829,1.07363,0.84709,0.77432,0.85093,0.59835,1.29322,0.93427,1.15417,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,127983,1.10944,0.74664,1.07096,0.852,0.7699,0.85057,0.59872,1.29404,0.9317,1.1547,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,129286,1.10475,0.73957,1.06776,0.84939,0.77352,0.85045,0.59835,1.29403,0.93466,1.15456,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,130590,1.10712,0.65577,1.06591,0.85311,0.77215,0.85057,0.59886,1.29623,0.93094,1.15787,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,131884,1.09666,0.64256,1.05924,0.84971,0.77287,0.85061,0.59886,1.29549,0.93303,1.15822,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,133190,1.08733,0.63151,1.05602,0.85277,0.77137,0.84985,0.59879,1.2969,0.93347,1.15893,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,134490,1.08132,0.62245,1.05206,0.85287,0.77185,0.84939,0.59855,1.30225,0.93,1.1623,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,135788,1.07122,0.61271,1.04708,0.85271,0.77252,0.84923,0.59874,1.30281,0.93302,1.16258,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,137101,1.06374,0.60168,1.04456,0.85326,0.77206,0.84923,0.59856,1.30477,0.93416,1.16421,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,138416,1.05661,0.59,1.04087,0.85095,0.77315,0.84863,0.59789,1.30607,0.93513,1.16656,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,139722,1.04853,0.58214,1.03762,0.84938,0.77481,0.84839,0.59767,1.30701,0.93855,1.16685,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,141016,1.04241,0.5756,1.03418,0.84981,0.77365,0.84771,0.59694,1.30965,0.93906,1.16789,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,142327,1.03399,0.56656,1.03058,0.85038,0.7735,0.84697,0.59628,1.3104,0.94199,1.16969,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
